timestamp,signal_strength,packet_loss_rate,round_trip_time,communication_protocol,frequency_band,encryption_type,drone_gps_coordinates,altitude,speed_trajectory,transmission_power,message_authentication_status,session_key_validity,signal_noise_ratio,sequence_number_gap,drone_identification,data_rate,network_traffic_volume,gps_signal_integrity,uplink_downlink_quality,base_station_load,port_scanning_attempts,drone_signal_handoff,malware_detection_signals,anomaly_in_behavioral_pattern,intrusion_detection_flags,temporal_patterns,label_normal,label_spoofing,label_mitm,label_ddos,label_gps_spoofing,label_malware,label_jamming,label_protocol_exploit
2019-11-02 18:00:00,-60,0,50,Wi-Fi,2.4,AES,"(4.069967636553315, -162.5286692683659)",100,30,20,1,0,30,0,28,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-02 19:00:00,-60,0,50,Wi-Fi,2.4,AES,"(3.162480902942903, 79.22559883370917)",272,30,20,1,1,30,0,76,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-02 20:00:00,-60,0,50,Wi-Fi,5.0,AES,"(16.92643740522675, 113.82093262854056)",100,50,20,1,1,30,0,40,100,100,1,80,50,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019-11-02 21:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(-43.91976968320552, -137.06309345129162)",100,30,20,1,1,30,7,2,100,1694,1,50,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-02 22:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-40.252311126936505, 104.99809311313504)",100,30,20,1,1,30,0,18,100,1972,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-02 23:00:00,-60,0,50,ZigBee,2.4,AES,"(-35.282314710444446, 110.32805689190792)",100,30,20,0,1,30,0,32,100,867,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-03 00:00:00,-60,0,50,ZigBee,5.0,AES,"(48.468236454713605, -81.3183687848581)",100,30,20,1,0,33,0,43,148,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-03 01:00:00,-84,0,50,Wi-Fi,2.4,RSA,"(39.18034661743573, -104.57091400434925)",100,47,47,1,1,30,0,23,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-03 02:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(-85.55400505114694, -96.22852220513384)",100,30,20,1,1,30,0,76,100,100,1,50,50,0,1,7,0,0,0,0,0,0,0,1,0,0,0
2019-11-03 03:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-28.093792063497638, 51.82562856516819)",100,30,20,1,1,30,0,29,100,100,1,50,50,0,1,0,4,0,0,0,0,0,0,0,0,0,0
2019-11-03 04:00:00,-60,0,50,Wi-Fi,915.0,AES,"(41.45061776571677, 15.998402498198033)",100,30,27,0,1,30,0,98,100,833,1,50,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-11-03 05:00:00,-60,0,50,ZigBee,915.0,AES,"(-67.25675072510782, 143.89947923435005)",100,30,20,1,1,30,0,56,100,100,1,50,50,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2019-11-03 06:00:00,-60,0,50,Wi-Fi,2.4,AES,"(2.843269506578693, 38.55025237355204)",100,7,20,1,1,30,0,62,100,1090,1,50,266,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2019-11-03 07:00:00,-60,0,50,Wi-Fi,915.0,Plain-text,"(-47.99436822098008, -142.182342393861)",100,30,20,1,0,30,0,61,100,100,1,50,50,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-03 08:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(16.53812892185988, -129.85716793575543)",100,30,20,1,0,30,0,16,100,100,1,31,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-03 09:00:00,-60,0,50,Wi-Fi,2.4,AES,"(63.99496739106013, 25.51595310423491)",100,30,33,1,1,30,0,97,100,100,1,43,50,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2019-11-03 10:00:00,-60,17,50,ZigBee,915.0,AES,"(61.50359987856632, 157.39711800577095)",100,30,12,1,1,30,0,57,100,100,1,50,50,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2019-11-03 11:00:00,-60,20,50,ZigBee,5.0,AES,"(1.7794413039615193, -97.92433311812316)",100,30,20,0,1,30,0,10,100,100,1,50,223,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019-11-03 12:00:00,-60,0,50,ZigBee,5.0,AES,"(43.36216219963654, 83.58363849987069)",100,5,20,1,1,30,0,5,100,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-03 13:00:00,-52,0,50,ZigBee,2.4,AES,"(17.5013567235694, 96.23228828680254)",100,30,20,1,1,30,0,28,499,1027,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-03 14:00:00,-60,0,50,Wi-Fi,5.0,AES,"(47.10609161564142, -174.82765253330635)",100,30,20,1,0,30,0,13,100,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-03 15:00:00,-60,0,50,ZigBee,5.0,AES,"(47.46000392730147, -81.7637365530201)",100,51,20,1,0,30,0,64,100,100,1,50,280,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-03 16:00:00,-60,23,50,Wi-Fi,915.0,AES,"(-67.33397464674896, 41.712241815881754)",100,76,20,1,1,30,0,66,100,885,1,50,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-11-03 17:00:00,-60,0,50,Wi-Fi,2.4,Plain-text,"(-7.100552009569242, 103.21484361257541)",100,30,34,0,1,30,0,18,194,100,1,50,155,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-11-03 18:00:00,-60,0,50,Wi-Fi,2.4,AES,"(36.40522238120056, 84.6860185277709)",100,30,20,1,1,30,0,11,100,1586,1,55,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-03 19:00:00,-60,0,50,ZigBee,915.0,RSA,"(63.863684309315374, 133.22515178819873)",100,97,20,1,1,30,0,2,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-03 20:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-77.77790482146493, 112.8605005815586)",100,30,20,1,1,38,0,93,100,100,1,46,50,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2019-11-03 21:00:00,-60,0,50,ZigBee,2.4,RSA,"(-22.182413769261842, -136.07743433379113)",100,30,37,1,1,30,0,46,100,100,1,50,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2019-11-03 22:00:00,-85,43,50,Wi-Fi,5.0,AES,"(-35.30966332747207, -122.62808364039802)",100,30,20,1,1,30,0,90,100,100,1,35,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-03 23:00:00,-51,0,50,Wi-Fi,2.4,AES,"(-52.96876728730263, -103.83955009996683)",100,30,20,1,1,30,0,81,319,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04 00:00:00,-60,0,50,ZigBee,5.0,AES,"(86.0239286922831, 7.738993990025506)",100,30,21,1,1,30,0,22,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04 01:00:00,-60,0,50,Wi-Fi,915.0,AES,"(-25.245260941933438, 68.94455212470163)",100,30,20,1,1,42,0,15,100,100,1,50,50,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2019-11-04 02:00:00,-60,0,50,ZigBee,5.0,AES,"(-72.9917724488005, 165.72213666084394)",100,30,20,1,1,30,0,40,100,100,1,50,50,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2019-11-04 03:00:00,-60,0,425,Wi-Fi,5.0,RSA,"(84.64792989352961, -3.4822045058781725)",100,30,20,0,1,30,0,66,100,100,1,50,149,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-04 04:00:00,-60,0,50,Wi-Fi,2.4,AES,"(1.0265258975302913, 42.41623987613414)",100,30,20,1,1,37,0,64,85,1017,1,50,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-11-04 05:00:00,-60,0,50,LoRa,915.0,RSA,"(-57.499112063540935, -93.05596994352676)",100,30,20,1,1,30,0,51,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04 06:00:00,-60,0,214,Wi-Fi,2.4,Plain-text,"(25.526420901470942, -23.89976305303574)",100,30,20,1,1,30,0,29,100,1580,1,50,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-11-04 07:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-48.91413081648976, -88.42908772964564)",100,30,20,1,1,30,7,67,100,100,1,50,50,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2019-11-04 08:00:00,-60,0,50,LoRa,2.4,AES,"(-47.778162617769745, 53.820381206549285)",100,97,20,1,1,30,0,67,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04 09:00:00,-60,0,50,Wi-Fi,915.0,Plain-text,"(-34.45255480093294, -100.00284777705161)",100,30,20,1,1,30,0,81,100,1417,1,50,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019-11-04 10:00:00,-60,0,50,ZigBee,2.4,AES,"(45.15327646478738, 154.20095625126487)",100,30,20,1,1,30,0,92,100,1776,1,50,50,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2019-11-04 11:00:00,-60,0,50,LoRa,2.4,AES,"(19.830264566663374, 38.00786824131387)",100,30,20,1,1,30,0,99,100,100,1,50,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-11-04 12:00:00,-60,0,207,Wi-Fi,915.0,AES,"(-84.95854973226687, 161.63380198670404)",100,30,20,1,1,30,0,8,100,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2019-11-04 13:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(53.756169206834386, -131.6723223756377)",100,30,20,1,1,12,0,9,100,100,1,50,50,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019-11-04 14:00:00,-60,0,50,ZigBee,915.0,AES,"(42.9800019552859, 170.23357558366064)",144,95,20,1,1,30,0,3,309,1102,1,50,50,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2019-11-04 15:00:00,-60,0,50,Wi-Fi,2.4,AES,"(32.580759089858304, 60.90511790936378)",100,30,20,1,0,30,0,69,100,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-04 16:00:00,-60,0,215,ZigBee,915.0,RSA,"(33.08525738408001, -41.52222891540475)",100,30,20,1,0,30,0,82,100,100,1,91,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04 17:00:00,-60,0,360,ZigBee,5.0,AES,"(47.48771021324288, -67.08994948164661)",100,79,20,0,1,30,0,5,100,100,1,27,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04 18:00:00,-60,0,50,Wi-Fi,915.0,AES,"(-89.03181014905553, -80.95114851942874)",100,30,20,1,1,30,0,94,451,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-04 19:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(41.55960673694872, -98.34015918602628)",100,30,20,1,1,30,0,84,100,100,1,50,253,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04 20:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(-55.72726792682776, -157.87348273094915)",100,30,40,0,1,30,0,69,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04 21:00:00,-60,0,50,LoRa,2.4,AES,"(-42.00439645276206, -99.91107176316851)",100,30,20,1,1,30,0,28,100,1052,1,85,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04 22:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-76.4476430236821, 0.3804601628119997)",100,30,9,1,1,30,0,81,100,100,1,38,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-11-04 23:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(88.10012286978744, 111.90520487735307)",100,78,20,1,1,30,0,88,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05 00:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(-63.60900806749964, 105.66067201741942)",100,30,20,0,1,30,0,78,100,601,1,50,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019-11-05 01:00:00,-60,49,50,Wi-Fi,915.0,RSA,"(-0.22658917846202087, -68.20247070585937)",100,30,19,1,1,30,0,96,100,100,1,50,50,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019-11-05 02:00:00,-61,0,50,Wi-Fi,2.4,AES,"(-59.0253954934827, 105.69117564723996)",100,30,20,1,1,30,0,95,100,100,1,39,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-11-05 03:00:00,-60,0,375,Wi-Fi,2.4,AES,"(69.3326871172377, 8.618638505569493)",100,30,20,1,1,30,0,8,100,1238,1,41,50,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019-11-05 04:00:00,-60,0,50,ZigBee,5.0,AES,"(-48.42226976398848, -88.11824168268292)",100,30,20,1,1,30,5,59,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-11-05 05:00:00,-60,0,257,ZigBee,2.4,AES,"(2.167218460277354, -13.144777106736655)",100,30,19,1,0,30,0,11,180,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05 06:00:00,-60,24,50,Wi-Fi,2.4,AES,"(-39.38559259432178, 132.59739710053424)",100,30,20,1,1,30,7,100,100,100,1,50,50,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2019-11-05 07:00:00,-85,0,478,Wi-Fi,2.4,AES,"(-2.7631938272024428, 74.84144724817074)",444,30,20,1,1,30,0,24,312,100,1,50,261,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-05 08:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(15.209645360252182, -177.95623708417668)",100,30,20,1,1,30,0,32,100,100,1,50,50,0,1,0,4,0,1,0,0,0,0,0,0,0,0
2019-11-05 09:00:00,-60,45,50,Wi-Fi,2.4,Plain-text,"(14.453951509497614, -90.58865026951017)",100,30,20,1,0,30,0,25,138,100,1,50,241,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05 10:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(-43.9978952719961, 66.1592119297826)",100,30,20,1,1,30,0,67,238,1173,1,50,50,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2019-11-05 11:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(34.086748903904436, 25.14472689538775)",100,30,20,1,1,30,0,22,100,100,1,50,50,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019-11-05 12:00:00,-77,0,276,Wi-Fi,2.4,AES,"(82.9055951487197, 71.62726259070527)",101,30,20,1,1,30,0,12,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05 13:00:00,-81,0,50,Wi-Fi,2.4,AES,"(82.9531731931227, 132.91564675060863)",100,30,20,1,1,16,0,29,209,680,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05 14:00:00,-58,0,298,Wi-Fi,2.4,Plain-text,"(-89.5343078293804, 138.3063852040521)",100,30,20,1,1,30,0,82,100,1644,1,74,50,0,1,0,4,0,0,0,0,0,0,1,0,0,0
2019-11-05 15:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-69.44450393770703, -101.84998486916787)",100,30,20,1,0,30,0,36,100,1961,1,50,50,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-11-05 16:00:00,-60,0,50,Wi-Fi,5.0,AES,"(82.7933784511911, -69.19948638743918)",100,30,20,1,0,30,0,48,68,100,1,50,50,0,1,0,4,0,0,0,0,0,0,0,0,0,0
2019-11-05 17:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-83.51039455110953, 112.48770111872636)",100,30,20,1,1,30,0,21,100,100,1,50,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-11-05 18:00:00,-60,44,50,ZigBee,2.4,Plain-text,"(-3.220639664341064, 101.34198844213671)",100,30,20,1,0,30,0,65,100,1548,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05 19:00:00,-60,0,50,Wi-Fi,915.0,AES,"(60.29059192978832, 22.620289982259862)",100,45,20,0,1,30,0,27,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05 20:00:00,-68,0,153,Wi-Fi,2.4,AES,"(25.599847044747307, -57.479548909643555)",100,30,20,0,1,30,0,31,123,1717,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05 21:00:00,-60,0,482,ZigBee,915.0,RSA,"(-72.87097019403755, 112.85259635862593)",100,30,20,1,1,30,0,85,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05 22:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(66.7058091762039, 163.53033323749224)",100,30,20,1,1,30,0,93,100,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-11-05 23:00:00,-60,0,420,Wi-Fi,915.0,AES,"(4.705710846332906, -93.11661598966786)",100,30,20,1,0,30,0,25,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-06 00:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-23.070650594313506, -133.20257295408192)",100,30,20,1,1,30,0,36,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-11-06 01:00:00,-60,0,50,LoRa,915.0,AES,"(-27.131381885500147, 77.40138228720343)",100,30,20,1,1,30,0,85,100,1192,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
